FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
17.3,0.1,9.9,3.7,7.1,31.4,1216.35
15.2,0.2,10.1,3,9,28.6,405.45
15.2,0.8,10.9,4.9,3.9,31.8,135.15
14.9,0.3,9.9,2.4,8.4,33,675.75
15.3,0.1,16.8,1.7,7,34,675.75
8,0.2,4.9,1.8,8.7,18.8,405.45
13.5,1.8,16.9,3.3,7.5,36.3,946.05
13.7,3,30.3,2.5,8.6,52.3,270.3
16.4,0.7,17,3,6.7,37.7,810.9
13.3,4.2,14.5,3.6,7.3,36.4,675.75
9.8,0.2,7.2,1.5,5.9,19.6,1486.65
13.2,4,12.8,4.1,8.7,34.4,1081.2
15.3,3.9,14.2,4.1,9.8,40,1081.2
16,0.2,14.4,2.7,8.7,33.4,405.45
15.4,0.5,8.3,1.6,10.4,26.1,270.3
14.4,0.1,14.7,2.6,8.7,32.9,1351.5
14.5,2.5,5.7,3,7.5,28.4,540.6
11.2,0.6,8.9,1.5,4.5,23,2432.7
19.7,0.8,6.6,2.2,4,29.3,270.3
11.9,2.3,23.9,2.4,8,40.7,810.9
12.2,2.1,5.8,3.6,9.8,24.1,270.3
10.4,0.1,6.5,3.6,6.9,22.5,1081.2
15.8,0.2,7.7,2.4,7.8,29.4,2027.25
11.8,0.2,3.3,3.4,6.7,19.6,405.45
12.8,0.8,14.4,2.9,8.2,30.9,675.75
18,0.8,9.4,3.8,4.9,32.4,1621.8
17.8,0.2,17.2,4,4.2,39.2,810.9
13.9,0.3,8.6,3,4.2,25.8,405.45
16.5,0.1,7.3,3,8.4,28.6,405.45
17.5,0.5,8.7,2.5,10.4,33.1,2432.7
12.1,1.8,13.8,2.8,7.4,32.3,2162.4
16.2,0.1,8.9,2,8.5,28.5,2027.25
9,2.3,13.7,3.5,5.2,29.5,2567.85
14.1,0.4,10.2,3.5,7.4,28.2,405.45
18.2,0.1,10.7,3,7,32.4,2162.4
14.8,2.5,13.1,2.5,8.3,34.2,1351.5
15.2,0.4,14,2.7,9,35,1216.35
12.8,0.1,8.7,1.8,8,25,946.05
16.2,0.3,9.6,2.2,8.8,29.1,1621.8
15.8,0.1,20.2,1.2,8.7,38.8,540.6
15,2.8,15.9,2.8,7.2,36.8,1892.1
15.6,3,17.7,3.3,7.9,41.4,1621.8
19.2,0.3,13.3,2.4,8.8,36.5,1756.95
12,0.2,13,2,8,27.3,675.75
14,0.1,9,1.4,5.2,24.5,1756.95
16,0.3,19.4,2.8,8.4,40.2,1486.65
12.6,0.2,6.6,4.1,8.3,27.1,1216.35
13.2,0.7,8.6,3,7.9,27.7,1486.65
16.4,0.5,5.4,2.5,8.5,26.9,540.6
13.9,3.8,12.4,4.4,8.9,48.1,135.15
13.9,0.8,16.4,4.4,4.2,35.5,675.75
9.2,0.2,17.8,4.2,5.9,31.5,540.6
10.5,3.8,9.4,6.5,8.4,36.6,405.45
12.7,0.3,8.9,2.7,7.3,26.4,1081.2
6,2.5,10.4,2.7,4.3,22.3,1486.65
14.8,0.3,15.9,2.5,8.3,33.9,1216.35
16.5,3.2,32.8,3.8,7.9,57.1,405.45
13.5,2.5,38.8,4.7,10.2,65.2,135.15
14.1,0.2,12.3,2.1,7.3,34.4,270.3
19.5,0.5,10.9,2.5,8.6,34.7,675.75
16.4,0.1,13,2.6,8.6,32.3,270.3
13.3,0.2,9.4,3.2,6.8,26.9,2567.85
14.3,3.4,21,3.5,7.2,43.6,405.45
15.4,0.3,18.4,2.5,8.8,36.7,675.75
15.5,4,15.7,3.8,7.7,40.1,540.6
13.8,1.5,22.1,3.3,8.6,44.9,540.6
16.6,0.7,13,3.4,8.2,35.9,810.9
18.8,0.1,8.4,3.9,8.2,33.5,1081.2
13.9,0.4,24,3.6,7.9,42.3,810.9
15,0.9,13.6,3.4,7.8,34.8,1621.8
14,0.3,9.9,2.6,9.2,27.8,946.05
8.6,10.6,3.8,3.1,12.2,27.4,405.45
15.7,0.2,10.9,2.1,8.3,28.9,810.9
17.1,8.3,11,3.4,8.4,39.8,135.15
14.2,0.1,8.8,3,8.5,27.8,2027.25
16,0.4,11.8,1.9,8.5,30.1,135.15
16.5,0.2,12.1,2,9.5,31,1081.2
16.8,6.1,8.7,3.6,9.2,35.6,270.3
11.9,3.2,9.6,3.5,7.2,29.9,1081.2
11.9,6.8,15.8,2.4,10.1,38.7,810.9
12.8,1,12.1,2,9.8,30.4,1486.65
19.1,0.2,8.1,2.4,10.1,31.2,540.6
13.8,1.5,6.6,3,8.8,25.3,270.3
13.8,5.7,7.9,2.3,6.6,30.1,810.9
11.9,3.1,10.2,2.6,7.9,32.3,1621.8
14.7,7.9,17.6,4.9,8.4,47.4,405.45
16.6,0.4,7.7,3.6,8.4,30.5,405.45
13.7,0.2,8.1,3.1,6.6,26.5,810.9
17.2,0.3,13.3,3.2,7.7,35.2,1081.2
13.7,2.3,4.2,3.3,7.9,25.8,270.3
14.8,1.5,18.8,3.3,7.1,38.8,540.6
11.3,1,16.2,2.7,7.9,32.9,810.9
12.6,2.9,20.6,3.2,7.9,41.3,1756.95
17.3,0.1,11.4,4.3,7.8,35.6,1216.35
14.2,3,26.4,2.7,5.8,49.3,1216.35
12.6,0.1,32.2,2.5,3.6,47.4,135.15
14,2.6,17.9,2.9,9.1,39.5,1892.1
16.7,0.2,5,2.4,9.1,26.5,1892.1
13.8,0.2,13.8,2.7,8.2,32.8,1351.5
15.6,0.2,9.4,3.3,7.1,28.5,405.45
12.1,3.6,13.7,2.8,8.1,34.2,1621.8
6.5,0.3,8.3,2.4,4.5,18.4,810.9
10.6,5.4,10.5,2.6,6.7,30.3,2567.85
13.3,3.8,12.4,2.6,7.2,32.6,1892.1
14.6,0.6,9.7,3.2,8,31.1,810.9
14.9,0.3,10.7,2.8,11.1,30.3,405.45
13.5,2.9,18,4.5,8.5,42.5,1486.65
14.5,0.3,13.2,2.1,10.2,31.5,405.45
16.7,0.2,7.6,3.3,8.1,29.7,1621.8
11,0.3,12.1,1.1,6.5,24.5,405.45
13.9,0.8,5.1,3.2,11.7,24.2,270.3
14,2.4,62.4,5.5,7.8,91.6,135.15
12.2,0.6,13.6,3.5,8,30.3,1486.65
11.9,2.9,9.8,2.7,5.9,29,1892.1
13.4,0.5,10.1,2.9,7.7,27.9,810.9
22.8,3.1,1.1,3.3,5,33.1,270.3
12.9,0.1,11.4,3.1,7.1,29,1756.95
14.1,3,16,3.3,8.9,38.6,1621.8
16.8,0.4,8.9,2.6,6,28.7,810.9
14.5,3.3,3.8,3.6,7.9,25.4,405.45
21.2,0.1,6.2,2.8,10.1,31,1892.1
15.1,0.1,15.9,3.5,9.6,35,135.15
17.7,1.3,12.5,2.6,5,34.7,1486.65
13.6,3.4,12.9,3.4,7.8,34,2027.25
14.9,0.6,17.4,3.8,4.6,37.4,1621.8
16.4,0.4,15.4,2.9,7.7,35.3,1756.95
14.8,0.3,12.3,3.1,4,30.5,405.45
11.6,3,5,3.5,4.4,23.6,1351.5
15.2,0.3,7.2,2.5,9.2,25.7,2027.25
15.1,3.3,11.1,3.6,8.6,34.4,1756.95
14.8,0.2,11.5,3,5.7,30.3,810.9
15.2,0.1,9.1,3.4,7.2,27.9,1216.35
14.8,0.7,16.6,3.9,7.6,38.2,1486.65
16.8,0.2,13.6,2.9,8.1,33.7,270.3
15.1,0.2,19.5,4.4,7.6,39.3,1486.65
14.1,0.5,16.2,2.3,6.3,34.4,1351.5
0.1,0.2,7.6,2.3,8.2,10.2,135.15
14.7,3.3,9.4,2.6,4.2,30,135.15
11.6,2.1,25.5,4.5,4.2,43.7,270.3
13.7,2.2,13.1,3.6,5.6,33.4,1892.1
13.2,4.2,11.6,3,7.6,32.6,675.75
16,0.8,14.5,3.6,7.1,36.4,1756.95
13.8,0.3,17,2.4,9.2,34,270.3
17.4,0.1,13.5,2.9,8.3,37.2,135.15
15.3,0.4,10.6,3.9,6.1,31.3,1621.8
13.2,0.2,14.2,3.6,7.6,32.4,1756.95
14.1,1,11.2,2.5,7.5,33.1,1621.8
13.3,4.5,21.7,4.4,7.7,58.4,135.15
16.9,1.1,11.3,2.4,4.4,32,946.05
14.1,0.6,10.2,3.9,6.7,30.7,2162.4
15.2,5.4,29.2,4.9,7.6,54.7,135.15
13.5,3.7,9.5,3.3,7.2,30.7,1756.95
14.4,0.3,13.5,2.7,6.8,34.6,2027.25
18.6,0.3,10,4,8.3,36.1,946.05
17.6,1.1,5.8,1.1,6.4,25.6,270.3
12.9,3.1,19.5,3.9,7.2,39.9,1351.5
15.5,3,19.4,3.4,8.8,42.9,270.3
23.7,2.1,142.1,6.2,8.9,176.3,540.6
7.4,0.2,5,1.8,3.4,14.7,2432.7
11.7,2,14.2,4.1,6.5,32.7,946.05
15.6,0.2,11.1,2.1,7,29.1,135.15
14.8,0.2,10.7,4.1,6.3,29.8,270.3
18.8,0.1,23.1,3.8,9.2,47.1,540.6
17.6,0.2,2,2.6,7.3,22.9,810.9
17.1,0.1,9.1,5.1,9.7,31.4,135.15
14.5,0.2,9.4,2.4,7.9,27,675.75
13.1,3,8.2,4.7,8.2,31.4,270.3
17.1,0.1,1.9,3.3,5.1,22.4,270.3
15,3.9,19.9,4.2,7.9,43,270.3
11,0.1,12.9,5,4,29,135.15
13.5,0.3,9.3,3.2,6,26.4,540.6
14.4,3.9,6.8,3.1,5.6,28.3,675.75
14.5,1.2,11.8,3.7,8,32.6,1216.35
14.3,0.2,9.6,3.8,7.2,28.2,675.75
1.8,0.2,12.4,3.7,8,21.4,135.15
13.8,0.2,10.6,2.6,5.7,27.2,1486.65
13.8,7.3,5.7,4.8,8,32.9,405.45
11.2,2.6,22.5,3.2,6.4,39.5,675.75
15.5,0.2,9,2.8,8.7,27.7,405.45
14.8,3.9,17.9,3.4,8.5,40,135.15
21.8,0.1,8.9,1.7,8.6,32.5,405.45
17,0.1,6.8,3.1,8.9,27,270.3
13.9,0.2,11.9,3.7,7.6,31.4,1216.35
11,2.2,13.4,3.2,6.3,30.9,2027.25
11.8,2.6,16.8,2.2,5.7,33.5,1081.2
13.9,0.1,14.8,3.8,6.4,32.6,405.45
14.8,0.3,12,2,7.6,29.6,1621.8
15.1,0.3,14.9,3.6,7.8,35.1,1216.35
13.2,0.3,11.9,2.4,7.1,27.8,1486.65
16.3,0.1,8.9,3.2,8.1,30.9,540.6
14,3.7,11.9,2.9,7.5,32.7,675.75
13.4,5.1,11.3,2.6,8.4,35.1,270.3
12.5,0.2,59.7,2.1,6.4,75.8,2973.3
17.4,0.1,20.6,3.5,8.9,45.1,675.75
13.3,0.2,10.5,2.6,7.9,26.6,135.15
11.4,0.3,12.3,2.9,8.1,27,810.9
15.8,0.1,10.5,2.5,8,29.3,270.3
12.5,0.4,13.1,3.4,9.6,31.6,1621.8
12.1,4.6,7.8,2.8,7.7,29,1621.8
14.5,0.1,13.1,3.1,8.7,33.1,2297.55
14,0.2,14.1,3.8,7.9,32.2,405.45
16.4,3.3,23.7,3.5,8.5,47.8,1081.2
14.1,0.3,5.5,3.4,6.1,23.3,270.3
16.6,0.1,12.3,3,6.1,32,270.3
15.7,0.4,9.3,2.5,6.6,27.9,270.3
12.7,2.8,17.8,3.1,7.2,37.4,1216.35
16.2,0.3,10.5,3.8,9.1,31.8,1756.95
11.9,0.2,13.6,3.7,9.8,30.6,946.05
19.3,0.2,9,3.4,10.2,32.4,1081.2
17.1,0.1,10.4,3.6,8.5,32.7,1351.5
14.8,3.2,19,3.1,7.2,41.2,405.45
10.7,0.2,11.9,2.9,8,27.4,540.6
8.3,0.3,9.3,1.8,4.7,19.8,1621.8
7,2.5,5,1.8,5.1,16.5,946.05
15.7,0.4,10.6,3.3,9.5,30.8,1081.2
11.2,0.6,12.3,3.7,7.6,29.2,1486.65
5.2,0.1,5.3,1.3,3,12.6,2567.85
12.7,3.9,5.7,4,8.4,27.7,405.45
12.8,0.2,16.7,3.3,8.6,33.6,1351.5
8.1,0.2,9.1,4,6.3,22.5,405.45
11.4,4,11.4,2.6,6.5,29.7,1892.1
12.5,0.8,13.5,2.5,4.2,29.3,135.15
14.8,0.1,11.4,3.2,9.6,30.3,1892.1
15,0.7,19.9,4.1,6,40.3,405.45
14.9,0.1,7.4,3.5,6.3,29.9,270.3
13.8,0.4,12.1,3.2,9.4,30,1216.35
14,3,14.1,2.3,8.5,34.4,675.75
15.4,0.1,14,2.3,7.9,32,540.6
15.3,0.8,9.8,2.3,7.8,29.8,1756.95
8,2.1,7,1.5,4.6,19.2,2162.4
14.2,2.9,18,2.8,7.7,38.2,1351.5
16.9,0.1,12.1,3,9.6,32.8,810.9
15.5,0.4,9.9,2.9,7.9,29.6,405.45
10.5,0.1,7.3,2.3,7.2,20.2,135.15
15.1,4.4,9.7,2.6,8.7,32.9,1621.8
15.9,0.4,13.6,3,9.1,33.9,270.3
15.3,4.1,13.9,4.7,9.6,38,135.15
13.7,0.2,9.7,2.3,3.9,25.9,675.75
13.6,0.2,8.2,2.4,7.5,25.5,2567.85
14,0.3,0.1,3.1,8.2,19.8,135.15
16.7,0.1,10.4,2.8,7,31.1,946.05
10,0.1,3.8,3,5.4,17.9,2432.7
15.4,0.2,6.5,3.2,6.7,27.3,1486.65
13.1,2.6,16.3,2.8,6.3,36,1756.95
14.6,0.1,7.3,3.9,4.4,26.4,1081.2
13.2,0.5,21.6,2.8,4.1,38.1,946.05
11.7,0.5,18.4,1.5,4.7,33.3,946.05
12.3,0.1,5.3,2.4,8.5,24.1,675.75
13.5,0.1,7,2.2,9.1,24,946.05
15.4,0.5,8.5,3.3,8.3,31.6,270.3
14,0.1,5.3,2.1,8.5,29.2,270.3
19.9,0.1,8.8,2.6,10.7,32.4,1892.1
14.2,0.3,17.6,2.3,5.9,37.3,810.9
20.8,0.1,14.9,3.5,11.6,39.5,135.15
14.7,0.2,16.5,2.6,8.7,35.1,675.75
14.7,1.1,6.2,2.8,8.3,27.9,810.9
10.4,1.3,14.3,0.9,8.5,26.9,135.15
13.6,3.1,12.5,2.3,8.7,31.6,270.3
13.9,0.3,9.7,2.8,9.3,28.4,1756.95
13.6,4.5,8.3,2.6,7.6,31.6,270.3
14.3,0.1,6.9,2.5,7.9,26.9,810.9
11.6,0.2,17.6,2.8,4.4,32.2,1081.2
12.1,3.8,11.3,3.7,8.2,32.6,946.05
11.1,2.3,14.2,3.3,7.7,32.7,405.45
15.5,0.3,12.1,3.4,8.4,31.3,810.9
13.2,3.6,15.2,3,7.7,35.8,1486.65
15.6,0.6,7.7,3.3,4.6,27.2,405.45
13.4,0.1,11.4,3.3,6.6,29.4,2162.4
1.6,0.3,0.5,0.4,0.7,2.8,2297.55
13.7,0.1,15.3,5.3,4.9,34.7,1081.2
14.3,1.8,9.6,3.9,7.1,31.2,1486.65
15.9,0.2,8.3,4.4,8.7,30.3,1351.5
18,0.1,10.8,4.4,7.6,33.5,1351.5
5.8,0.1,3.4,1.5,2,10.8,1081.2
12.4,0.4,23.6,4.1,8,43.4,405.45
16.2,0.2,9.9,2.7,9.3,30.5,1216.35
15.3,0.1,8.3,2.8,9,27.9,2297.55
17.2,0.3,11.7,3.2,14.6,36.2,810.9
16.6,3.4,5.7,3.9,10.5,30.5,405.45
15.1,0.1,11.1,2.7,8.8,29.9,675.75
17.7,5.6,8.4,3,10,37,270.3
22.6,1.5,5.2,3.8,12.3,33.3,270.3
16.5,3.5,10.9,3.9,9.2,36.7,675.75
11.7,0.2,8.9,2.8,8.4,24.1,2297.55
13.2,2.2,1,2.6,3.8,19,135.15
10.9,0.2,5.5,2.4,3.5,19.1,1351.5
15.1,0.2,12.2,4.4,8,32.7,2162.4
14.7,0.4,14,2.3,4.9,32.1,2027.25
14.4,1.2,11.6,3.2,6.9,30.5,1216.35
13.9,2.4,14.9,2.4,7,33.7,946.05
14.1,0.3,19.3,4.3,8.5,38,135.15
9.9,3.1,18.8,4.1,9.5,36.4,675.75
15.3,0.4,9.9,3.2,8,31.9,2162.4
14,5.8,10.9,2.6,8.2,33.7,810.9
15.1,0.1,10.3,3.7,7.5,31.1,540.6
19.1,0.2,15.1,1.6,9.6,37,405.45
12.7,0.8,13,4.4,8.4,31.2,810.9
18.2,0.1,11.4,3.2,8.6,33.3,270.3
15.6,0.3,22.2,2.1,3.9,40.2,405.45
9.8,0.2,13,2.6,4.9,25.6,540.6
7.1,1.8,25.6,5.4,7.8,42.6,270.3
13.1,2.7,14.9,3.8,7.6,35.4,1486.65
13.4,0.3,8.9,2.4,5.9,25.6,810.9
15,0.1,8.2,6.9,7.7,35.7,540.6
10.9,2.2,4.4,5.2,6.1,24.8,540.6
17,0.1,12.5,6.5,7.5,37.8,810.9
14.3,3.3,10.7,6.7,5.5,35.3,540.6
25.7,0.1,7.1,6.4,9.7,39.5,405.45
45.8,0.2,7.6,8.1,10.7,61.7,135.15
9.6,0.9,12.9,11.3,6.2,35.5,540.6
13.9,0.1,16.9,8.3,7.8,39.3,135.15
16.6,3.4,8.3,7,7.8,37.9,675.75
16.1,0.3,12.4,5.9,7.9,34.8,405.45
11.8,0.2,14,7.8,7.6,34.4,270.3
12.6,0.4,14.2,5.4,6.8,34.6,540.6
13.6,1.2,2.9,2.4,8.2,20.1,540.6
16.3,0.4,5.2,5.7,7.1,29.1,810.9
13.7,3.6,28.9,6.5,12.6,52.7,270.3
14.2,5.1,21.9,4.2,8.5,46.9,405.45
27.4,0.1,6.2,9.8,4,43.5,135.15
15,0.1,4.8,6.8,9.3,26.7,135.15
16.9,3.3,24.8,4.5,7.6,49.5,405.45
18.4,0.1,23.1,4.6,6.6,46.2,405.45
17,3.5,28.4,5.5,7,54.4,540.6
10.1,0.1,7.6,5.9,9.9,23.7,1081.2
10.8,0.1,7.5,2.1,6.3,20.8,2703
13.2,0.1,1.5,3.5,9.1,18.4,135.15
9.1,1,11.4,4,5.8,25.5,810.9
13.6,0.3,10.5,3.4,7.9,28.3,946.05
13.5,1.9,13.6,6.9,7.9,36.5,135.15
16.5,0.1,14.3,3.4,8.8,36.9,1216.35
11.3,2.3,32.1,4.3,4.2,50,540.6
14.1,0.1,9.8,4,8.8,30,675.75
15.6,0.5,8.3,3.7,6.8,28.1,270.3
15.5,0.6,21.3,2.2,7.5,42.3,405.45
15.4,0.3,12.2,3.3,6.8,34.7,675.75
19.5,0.2,16.6,3.9,4.4,40.2,405.45
8.2,0.2,10.6,3.7,4.9,22.7,405.45
12.8,0.3,14.3,3.3,8.4,30.8,135.15
14.5,2.1,61.8,6.6,10.2,88.1,270.3
12.1,1.6,18.3,3.9,7.3,36.1,1216.35
13.8,0.1,14.5,5,7.4,36.3,540.6
12.2,2.4,12.1,2.3,4.4,29,675.75
8.2,0.4,26.6,4.3,7.7,40.1,135.15
15.6,8.5,16.3,3.8,6.8,45.3,405.45
18.9,0.1,102.1,3,10.1,124.2,270.3
16.3,1.7,26,4.7,7,48.7,270.3
23,0.1,1.1,5.3,13.6,29.5,135.15
26,0.1,3.5,4,10.9,35,1081.2
14.7,0.9,11.8,3.3,6.8,31,540.6
17.9,0.1,7.2,3.4,7.7,29.3,1756.95
26.5,0.1,18.7,4,12.1,73.7,135.15
17.6,2,14.7,4.6,12.6,38.9,540.6
3.5,0.4,3.3,1.5,4.9,8.7,270.3
9.7,0.2,6.6,2.4,4.7,19.2,946.05
16.2,0.6,16.9,5.2,7.9,40.5,135.15
14.4,2.6,17.3,4,6.9,38.3,405.45
13.1,2.7,14.1,4.1,6.1,34.2,1351.5
15.8,0.5,7.1,5.4,6.6,29.5,1486.65
18.2,0.3,12.8,4.2,8.5,35.6,270.3
17.7,0.1,11.2,4.8,5.6,33.8,405.45
11.5,3.7,10.9,4.2,5.4,31.1,1351.5
10,1.5,19.2,4.8,5.7,37.6,810.9
12.6,0.1,12.8,4,6.5,29.5,405.45
6.9,2.3,7.1,3.4,3.1,19.7,810.9
12.3,3.2,17.3,4.1,6.4,36.9,540.6
18.1,0.1,11.1,5.1,8,37,946.05
16,0.1,9.9,5.3,6.5,31.3,540.6
11,1.8,10.6,3.3,5.9,29.2,810.9
14.1,4.7,28.5,5,6.2,52.3,135.15
10.2,2.1,23.6,4.4,5.2,40.5,946.05
14.4,0.2,10.3,3.7,5.8,28.7,1081.2
17.6,0.5,8.6,3.4,7.6,30.1,270.3
17.8,4.2,8.3,3.8,8.1,36.1,540.6
15.6,0.1,12.9,3.8,7.3,35.3,946.05
18,0.1,4.3,2.4,4.1,24.8,135.15
15.7,0.1,31.6,4.3,8.8,51.8,540.6
19.1,0.2,15.5,3.8,8.4,39.2,135.15
14.7,3,13.6,3.7,8,37,1081.2
15.2,2.7,19,4,5.7,42.9,270.3
18.9,0.1,10.9,6.4,5.4,36.4,540.6
20,1.9,6,3.4,4.8,31.5,675.75
19.7,0.1,6,3.2,5.3,29,405.45
10.2,1.9,15.9,3.3,6.9,31.5,946.05
21.5,0.5,8.7,5.5,6,36.5,540.6
11.7,4.3,24.5,4.1,6.4,48.7,1621.8
16.9,0.1,7.3,5.3,6.8,30.2,2567.85
12,0.3,13,4.3,6.6,33.9,1216.35
17.1,0.2,14.2,4.6,7.9,39.5,810.9
9.7,0.2,15.3,5.8,8.3,32.4,270.3
14.8,3.4,23.8,3.9,8.2,47.5,946.05
8.9,2.1,18.2,2.6,4.1,31.8,675.75
14.1,0.1,11,8,8.3,33.2,135.15
21.9,0.2,22,2.6,8.3,46.7,270.3
30.7,0.3,23,6.2,11.1,60.2,135.15
16.9,0.3,18.4,3.8,8.1,41.4,1756.95
16.7,0.2,22.1,3.1,4.4,42.1,405.45
15.4,0.1,15.4,3.4,8.5,35.7,1756.95
17.2,0.2,6.6,3.4,5.2,27.4,270.3
7.6,11.4,9.8,6.2,8,35.1,270.3
16.9,0.1,9.5,5.4,7.5,32.1,1351.5
15.8,0.8,17.3,4.8,7.1,38.8,540.6
12.2,0.8,3.7,3,5.8,21.7,675.75
10.3,1.4,27.5,3.9,6.3,43.9,540.6
10.8,1.7,17.7,2.5,5,32.9,675.75
11.6,1.2,33.8,5.3,5.5,51.9,405.45
18.6,1.2,10.4,4.9,6.6,35.9,1351.5
13.8,0.1,14.9,7.9,6.7,37.7,675.75
13.7,2.5,14.7,5.5,8.4,36.4,405.45
18.9,0.2,15.3,4.9,6.7,39.3,675.75
19.9,0.5,8,4.4,7.8,38.3,1216.35
15,0.4,16.1,2.6,7.6,36.1,540.6
14.9,0.2,21.9,4.3,7.8,41.9,1081.2
16.1,2,10.3,6.1,4.1,34.5,270.3
17.1,0.2,15.4,4.2,5.6,37.1,1756.95
18.6,0.3,14.4,4,6.2,37.3,810.9
18.6,0.3,13.8,3.6,6.9,36.8,675.75
15.9,0.4,11.9,6.1,6.6,35.4,1621.8
15.5,0.1,16.3,2.5,6.2,34.4,270.3
12.3,11.1,30.8,4.8,9.4,61.2,135.15
16.9,0.2,16.7,5.9,5.9,40.1,946.05
16.4,0.3,7.1,5.3,8.9,29.1,405.45
12.6,1.1,22.6,3.6,10.2,39.9,405.45
14.6,0.4,4.2,6.5,6.3,28.7,270.3
12.7,0.3,13.5,5,7.8,31.5,810.9
13.9,1.2,14.5,3.8,7.4,33.4,810.9
16,0.7,10.4,2.4,8.2,31.3,810.9
14.9,3.3,15.6,5.4,8.3,41.4,810.9
17.7,0.2,10.1,5.3,5.4,36,405.45
14.7,0.5,15.3,2.6,7.8,33.6,270.3
16,0.5,6,2.7,7.5,25.2,405.45
14.2,0.5,48.2,7,7.6,73.7,135.15
11.8,0.3,6.6,4.8,5.4,23.9,540.6
10.2,0.2,0.4,5.3,2.1,16.1,135.15
10.8,0.1,4.5,4.7,3.8,20.7,1216.35
11,2,4,5.7,3.5,22.9,405.45
7.7,0.1,4.5,7.6,2.5,20,270.3
4.2,0.1,0.9,4.2,1.1,9.7,1351.5
16.2,1.4,6.4,3.4,8.2,27.4,135.15
16.1,0.1,8.4,2.4,9.3,27.9,1216.35
15.9,0.4,16.5,2.3,8.9,35.3,1621.8
15.7,1.3,15.3,2.4,9.9,36,270.3
13.1,1.3,14.3,4.1,56.4,32.9,135.15
16.1,0.2,24.9,2.9,8.9,44.1,135.15
18.4,0.3,11,3.3,8.1,33,270.3
15.7,0.6,8.6,2.7,8.1,28,135.15
18.6,0.2,9.6,2.4,9.1,33.4,1081.2
9.7,0.3,8.1,1.6,10.9,22.8,405.45
20.5,0.1,2.9,2.7,10.3,26.6,405.45
27.1,0.2,7.7,3,9.5,41.6,540.6
7.1,3.1,20,3.9,6.8,34.1,270.3
11.1,0.3,15.8,3.3,6.7,30.5,540.6
13.9,0.4,11.9,2.5,6.3,28.9,1892.1
14.8,0.1,2.8,2.7,4.1,20.6,135.15
7.5,0.2,25.7,2.9,8.1,36.3,135.15
14,1.5,7.7,3.4,8.4,29.6,405.45
18.3,0.1,4.9,4.4,8.3,27.7,270.3
16.8,0.2,15.9,3.3,7.8,36.3,675.75
14.4,2.4,86.5,3.7,7.7,108,1621.8
13.1,3.5,10.1,4.3,5.8,33.8,405.45
12,6.1,18.7,3.8,6.9,42.5,270.3
14,1,13.8,3.1,8,33.1,540.6
11.9,0.5,46.7,5.2,7.4,67.8,135.15
12.3,1.2,24,1.8,7.3,39.7,405.45
23.6,0.3,6.6,1.9,9,32.5,270.3
12.9,1.7,12.5,3.3,7.1,30.4,135.15
13.1,0.4,11.8,2.5,6.9,28.5,1486.65
12.5,1.7,13.7,2.9,7.1,32.1,1892.1
9,1.6,12.1,2,4.9,24.8,675.75
12.7,5.7,26.2,4.4,7,49.4,405.45
12.1,0.2,10.4,2,7,24.9,810.9
12.4,0.3,12.5,2.9,6.6,28.6,1892.1
11.8,0.3,14,4,8.4,32.6,810.9
14.4,1.2,11.7,3,6.8,32.1,1216.35
12.9,0.6,17.5,2.8,6.9,35.8,270.3
17.6,3.7,12.9,2.4,7.4,38.3,540.6
19.1,0.4,11.7,2.5,8.1,36.3,1081.2
14.8,1.2,13.8,2.2,7.8,32.2,135.15
11.2,2.7,7.1,1.9,6,25.9,1621.8
14.5,0.1,4.6,3.5,6.7,22.7,270.3
10.7,4.5,11.3,2.8,6.1,30.8,675.75
14.2,0.1,11.4,3,7.3,30.9,946.05
12.5,1.9,14.3,3.4,7.1,33.5,1081.2
12.5,0.4,19.7,0.1,7.8,32.9,135.15
10.9,1.1,17.7,3.8,7.2,34,405.45
15.8,0.1,13.9,2.4,7.2,36,270.3
13,3.1,20.2,3.2,7.2,41.9,270.3
13.6,1.3,30.4,4.9,8,53.6,135.15
12.1,3.1,16.4,3.5,7.6,35.2,2297.55
17.1,0.3,8.6,4,6.2,30.6,1081.2
12.6,2.9,15.4,2.5,4.1,33.4,135.15
14,0.2,5.1,3.8,7.9,25.5,270.3
15.6,2.5,13.2,4,6.6,36.5,540.6
14.8,1.9,15.3,3.9,8.9,38.2,270.3
19,0.4,15.1,3.2,8.9,37.8,270.3
17.4,0.2,8.6,4.9,8.6,33.2,810.9
10.5,0.1,4.8,2.8,3.1,18.4,540.6
4.4,0.3,7.5,2.6,1.9,14.9,810.9
16.3,0.2,10.7,8.4,4.8,36.1,405.45
18.4,0.5,11.4,3.8,3.3,45.1,675.75
15.6,0.1,7,5,3.4,28.6,270.3
11.6,0.7,6.6,3.5,1.3,22.8,540.6
12.1,0.1,3.4,2.3,0.9,17.9,135.15
8.7,0.4,2.7,4,2,15.8,135.15
5,1.9,12.5,4.7,1.5,24.2,270.3
12.2,0.2,3.6,5.8,1.9,22.3,1216.35
18,0.3,20.5,6.6,2.4,45.9,1351.5
8.2,0.1,3.8,5.3,3.5,17.6,3243.6
11.1,0.1,12.6,7.8,7,33.4,405.45
12,0.5,12.3,4.5,3.9,29.3,135.15
12.3,0.2,7.7,5.4,4.5,30.8,405.45
16.4,0.3,9.7,8.1,5,35,405.45
